name,Batch-B-01,Batch-B-02,Batch-B-03,Batch-B-04,Batch-B-05,Batch-B-06,Batch-B-07,Batch-B-08,Batch-B-09,Batch-B-10,Batch-B-11,Batch-B-12,Batch-B-13,Batch-B-14,Batch-B-15,mz,rt
B_262,2327.510577,2549.683846,1379.125853,2658.305695,2779.370984,2652.28295,2183.386314,2084.37945,2828.178772,2478.121216,2748.636368,1262.502024,1458.70406,1438.334266,2141.223237,393.2984513,532.3400079
B_263,1019.548093,606.378764,1001.278516,636.5405092,413.1627822,591.7680165,561.8572426,295.3044547,194.7727074,218.0204963,138.4997374,244.5407714,128.3842851,124.2168563,110.2369565,393.9784135,42.00949926
B_264,385.0492711,548.9855842,519.1827986,582.0657574,363.2364838,312.1543364,210.9568418,298.9545506,216.0652484,338.2102692,210.2295608,242.719516,122.6510296,217.6778032,321.4853915,394.9433907,35.9489996
B_265,482.7489097,353.5660921,157.208989,633.0410912,588.2713971,390.6681666,198.840749,338.6439985,526.5860868,366.0255515,528.0574934,646.5876347,534.376382,695.9010436,583.5404671,395.3467945,548.8569795
B_266,6482.455131,11967.93141,8493.048883,12223.35774,10637.75453,12007.30514,4652.390681,5729.273728,3945.858091,7322.478178,11828.65446,7219.566589,3919.925401,4220.210761,4213.340463,397.0743001,167.6660024
B_267,2132.81688,3624.019245,5564.749299,3850.590848,3136.956673,5184.093542,3612.131861,2249.056525,3539.881274,1813.740304,4210.168205,1770.035277,1993.790521,5547.876309,878.9329067,399.1271733,243.3969999
B_268,1331.072351,1929.664556,3871.649759,1752.144866,1714.175074,2450.827235,2501.082601,1093.030822,1557.562513,477.4535787,2201.436564,2687.572423,1373.261688,2417.917609,463.9137131,400.2582571,305.2139915
B_269,463.6994668,439.3461466,522.4265547,338.9747215,723.8730583,830.4724048,755.0138462,371.4130273,538.6874598,310.8143784,462.4390495,518.9603097,227.319864,417.0239541,403.850871,400.8595566,24.39300063
B_270,1200.291377,2776.596828,5988.026935,2676.267536,423.6182169,3206.347033,2213.810189,824.3926555,1637.045331,325.2143304,4351.882234,2043.053578,1240.334642,2040.540397,869.5794048,401.1435449,201.5700054
B_271,1804.811782,3584.537557,7512.934821,5833.845953,4226.129525,7097.742646,4193.266975,1505.486895,2018.505117,1748.516514,4355.824032,1922.528203,295.3120994,5715.902593,1372.801318,403.1565756,241.1689948
B_272,905.9399939,790.2000328,924.7074777,1219.05578,662.2814467,884.2777622,697.5870986,408.132171,634.8355794,519.632234,355.4367754,459.1856244,172.7644029,384.2425629,259.8758317,405.0051888,39.70300035
B_273,378.0622715,883.1204006,3188.337452,1844.479061,1098.854707,4567.553811,692.913351,290.4997821,1895.648607,292.4183521,659.9313311,354.7284436,691.4678754,1540.774719,342.2981777,405.1188116,220.986
B_274,243.6432575,334.0558986,217.061385,309.5519319,368.6988585,326.4104822,280.6040496,382.5370647,283.3837251,282.4451719,283.4117583,156.917442,171.7027557,234.2487606,197.0376877,405.2652286,434.2999884
B_275,2014.037732,836.0274883,4790.40232,1421.922335,1165.29396,1049.235032,1072.461503,305.5779683,251.2964491,284.0169078,216.2927851,253.6864715,95.2823151,246.8100401,235.8352356,407.0291679,40.83200033
B_276,976.9049941,5049.653696,15123.90288,1475.448269,1404.362294,2520.262396,930.8447258,2693.019718,1696.898606,711.974276,3151.370347,937.160816,753.3459309,1895.612424,336.5392204,407.1302512,251.054008
B_277,585.5777337,319.5032443,1053.348565,422.7065392,429.5804694,438.8318729,815.7418826,279.8412036,263.8417009,259.1573174,438.5082536,205.7329108,222.2362005,465.8798491,275.4711301,408.0457371,42.19000088
B_278,662.959878,407.8150273,866.551046,490.9132036,377.4870561,451.0486784,485.3323067,313.7437654,375.5237648,325.9860223,304.6584429,306.3054694,274.0141464,190.6526026,212.5008254,408.9993581,40.37700104
B_279,1806.901601,9733.599251,6595.90502,6685.857131,6571.160743,4681.684067,2482.502479,1230.196389,3607.658256,1215.222126,3102.362683,2231.020783,1964.048827,9021.824478,1468.759026,409.1570976,287.0020006
B_280,1023.421552,4156.942789,9812.324394,4786.199259,2160.253753,401.8223928,1368.331517,1212.459444,906.869434,303.7184653,960.9065996,925.2331812,610.4662508,2309.668196,505.8492897,409.1529738,342.9859893
B_281,235.9740717,510.1763004,440.8651551,248.5448335,485.7749854,258.4926543,236.7438852,203.153406,212.7213705,245.6621843,206.363868,204.2334214,195.039182,326.3641687,297.4571474,410.8812136,28.06100058
B_282,711.3488241,834.2492744,1338.064898,1440.443203,1519.678594,779.7871457,683.1583316,548.9582522,682.9285233,132.3688113,736.7678399,1241.9588,293.0793465,224.6012084,350.1949786,414.1211028,115.7239984
B_283,1052.89998,1733.3115,2456.074137,1651.767104,3046.80282,3153.00014,520.8584772,373.1193502,534.5373633,348.3233229,314.067509,697.065052,341.4390747,742.3519774,369.0002515,419.2039438,360.7969893
B_284,1293.566739,4905.825439,13413.11499,5451.143087,2135.03222,6540.718433,10027.31472,731.614338,464.2247842,77520.84567,98630.32969,379.5760166,81165.29329,5056.351108,2092.83725,421.1599299,201.5060021
B_285,242.8146562,1210.737202,4519.391016,1050.951726,346.8549306,1390.749871,2198.58965,376.3785383,135.6566061,14952.83949,19500.13735,123.5792905,16831.86098,1152.280438,438.8439955,422.1620896,201.9485059
B_286,3633.511139,2184.916653,2580.397924,1823.394476,1945.668458,2233.623582,1983.517876,699.5800146,398.0194899,456.2907229,165.5445174,469.2922407,171.0617632,425.8756395,423.9235211,423.0120858,42.08050003
B_287,565.4829687,376.906819,281.0414132,285.7543278,274.9097046,504.7488602,276.9947898,165.749921,157.9815523,120.983387,117.5920826,121.2026318,135.7160761,197.1579667,117.9533892,424.0088767,42.22549989
B_288,407.5585258,463.0954417,449.8281652,490.7188914,471.9910175,450.5515874,731.3871912,535.1625767,281.454016,507.4294359,530.9616982,117.096822,248.8717983,125.8404576,132.3341139,424.8885305,570.856978
B_289,511.9646237,399.2496996,737.7470668,421.6642421,634.010498,948.9161622,800.009295,417.4820579,625.6055022,347.5877798,470.6599096,611.101931,259.9823043,245.1777613,417.1256864,426.8868403,26.72450016
B_290,796.2546089,461.5691845,420.7986598,575.081059,699.3808885,562.7151464,938.6516639,254.8585796,209.80231,256.4606139,304.7530138,330.3026481,174.3976871,337.8258502,304.6240989,428.9871006,38.64200003
B_291,4053.649695,8425.494729,21129.63229,14465.01859,15007.26162,19625.94512,10952.06916,4323.874603,6424.452871,5629.077421,15670.4898,5729.526207,1422.456267,2853.939206,3904.162969,429.1746354,282.3614978
B_292,1260.138191,1490.700444,2408.722234,1900.364884,835.736771,4191.207522,5285.459202,356.1424161,762.4056767,312.6499523,2154.840589,452.2910031,1325.819917,2958.14827,391.0432291,433.2245791,252.588007
B_293,79414.67532,87267.61299,70663.02564,110054.4906,106947.8391,95144.00656,61533.14397,69637.13152,98010.91472,82686.59546,110213.1114,125129.2365,90585.14644,130640.5887,96655.3376,437.195549,559.7010051
B_294,22513.64349,24452.89525,20319.84382,31201.50323,29082.22627,27581.5033,17146.87281,19654.13292,28220.96223,23216.78388,31821.81056,36000.13881,25823.41127,37906.91243,27927.83589,438.1990187,559.8505048
B_295,838.4027877,942.7465134,917.4770973,842.5552988,896.3649057,1086.314194,821.8799327,976.1701243,982.6756542,841.931581,794.9262771,346.256756,503.8590175,351.3255087,493.0547225,443.3345203,474.8334954
B_296,815.7648557,423.3545854,318.555506,397.3579477,553.2125535,857.7387223,1002.429964,261.0940357,385.9869066,177.0289247,346.5974495,362.1683913,123.2595874,319.143332,174.8159123,444.9429932,31.97799941
B_297,53.81407714,93.3912384,688.7203875,287.3911207,276.1615685,1172.463147,610.090133,93.57490638,99.57919131,2306.986016,7545.718826,79.79044258,8666.525648,425.8455074,454.4969145,446.2471586,212.9619959
B_298,895.8716008,734.3761241,237.0781034,1351.122432,1402.331047,782.3187207,538.8192919,830.4143661,1340.289839,795.7244452,1487.147729,2806.458898,1709.240636,2308.814795,1910.741535,447.9023295,564.0179886
B_299,512.2806943,337.0060978,594.5448026,292.4986506,268.8812675,554.7897346,406.618749,514.4340815,391.4012682,398.155532,364.8280727,464.8130672,214.2106376,264.4341021,214.7245506,448.8310908,27.29049973
B_300,4320.815188,2041.290025,11010.19819,8002.640149,678.6166371,6516.637278,8772.996331,3680.09076,2312.002835,3168.424202,4156.98221,3171.524625,4218.892118,9372.438933,1283.557434,449.1578088,275.1220131
B_301,654.5055459,1831.506031,6527.204132,4978.720503,1683.834836,5359.085967,890.5983972,1439.342542,422.9454746,223.420889,1384.803447,2374.627662,1190.439238,1641.092698,297.7579696,449.2926311,351.0119896
B_302,620.4050206,491.5095316,301.2104304,1006.131331,721.5206175,391.8233267,689.3563696,235.8376001,339.0560368,200.3445494,129.1236619,474.9294662,141.717087,120.9835672,177.0462613,451.0011984,41.28300094
B_303,466.1295877,14596.95769,16712.60131,8036.33548,10846.42676,21385.71345,24564.78334,660.7009022,925.0056879,50104.39816,211470.5723,659.5197859,119052.2343,4782.496439,6629.810228,451.2093523,212.8950015
B_304,3860.493989,9157.353369,13462.84749,6012.043263,9851.738703,12894.06383,3247.175759,2621.891539,5049.064562,3595.668835,10099.19552,5568.577491,4095.666317,4331.869688,2215.800237,455.2034003,300.6549952
B_305,3770.963275,9301.701319,16758.9541,11897.9935,11094.45338,21031.1215,7582.658404,3083.016324,4346.357858,3909.962461,19233.59028,6331.810623,1344.612762,3156.357786,7344.402842,457.2060357,308.3109924
B_306,729.0681854,959.6023869,355.7609168,1286.088974,1110.588861,975.5119538,518.2310861,709.0568449,980.8072599,760.6872157,1396.609809,1890.940683,835.0915152,1562.113331,947.4538474,459.3078886,533.4035054
B_307,2720.558377,9485.543011,4597.374404,5305.905521,1670.220843,3854.485242,2311.93413,578.9251589,1148.289293,384.8717092,5963.026242,1758.832296,1140.336031,547.0150617,730.0681373,459.2224863,327.1800039
B_308,547.4251298,318.4797453,203.3111395,217.5674129,337.8754418,468.5739475,560.7506258,264.8241775,239.3346135,110.1529098,350.2805404,254.6301583,276.2295987,219.3453081,168.0014197,460.8728817,26.18999945
B_309,7342.282343,5372.613792,8403.736285,74856.59718,1961.605613,9225.473297,11491.00234,7885.02748,4652.960123,6774.87545,16628.61073,2893.164137,12398.67164,12889.35656,2894.888731,463.159756,292.892009
B_310,1033.5041,1172.975332,817.0568231,966.1372909,1129.869164,1215.869742,1103.940615,1086.000828,1195.372699,1051.720368,1034.843681,680.9998357,736.1665449,804.5086498,834.720919,463.3042772,527.4470172
B_311,323.9986783,538.6946146,11808.80984,3670.837165,1245.61266,5228.204819,8039.98165,590.8351093,496.4577479,60623.19693,68162.27621,292.6551325,55160.6411,3622.27424,1192.383968,465.190524,215.2369994
B_312,1159.473115,3097.031035,6480.554708,5974.779462,4468.403124,5339.211596,3269.417843,930.2928783,1819.619426,660.3209026,3016.690698,2231.275425,1512.083407,3281.00972,912.1565206,466.2358757,313.9749881
B_313,414.6569985,568.6531992,300.1966447,394.8774867,574.1651844,425.7075826,423.7274624,228.4050867,243.2895779,183.4031952,202.0464603,234.3285418,107.5255351,142.6358784,271.1625466,466.9728931,39.50000019
B_314,3758.519961,6584.416655,4905.199769,6055.212147,2733.495407,4841.694479,2640.721178,2994.053226,3603.325759,1483.93139,2571.265446,1951.198695,911.355578,5369.577494,1255.974926,468.1592707,340.6880007
B_315,1910.719308,2494.370022,2408.36043,2939.440024,1509.482954,2364.353678,1252.474132,1134.103522,1533.322741,536.7105255,1003.956784,421.3882216,977.8667174,2231.987652,665.233512,469.184444,342.5840125
B_316,1174.138432,2399.462425,4749.931156,9720.064042,3162.84249,8283.926968,794.1490697,1113.844314,437.082628,195.2568476,973.2837279,3663.083044,1617.609951,2986.291245,316.6581456,470.2834367,350.7579902
B_317,523.8761851,868.0883883,2607.275242,3278.884753,1240.900587,2857.311372,466.8201933,527.0581157,326.1990142,148.250204,494.4946449,1343.23792,693.6218136,1393.017107,165.8753584,471.2847777,351.5200018
B_318,275.5915176,1359.874497,1253.201466,3275.734026,1583.433612,3421.049676,155.47613,756.0471606,117.5912209,152.8581298,114.4794421,1509.286258,856.1082486,2270.712123,269.5117906,472.3056117,348.2670019
B_319,1320.206049,7117.660959,7382.615227,3931.830197,4250.542332,5220.10358,2886.847437,833.2055417,1649.195372,892.3243964,4166.616488,1678.273264,2836.787607,1891.023396,388.3431915,473.2116633,290.5029982
B_320,242.7836579,4142.604997,1986.730293,817.3946284,1246.203016,1832.352369,949.2431002,210.5340056,316.4837664,252.2022185,669.4737842,452.3517673,658.3659102,327.3627829,437.5007193,474.2053728,292.1100061
B_321,384.4531359,269.990767,180.7362123,298.437928,233.7070152,184.4393161,191.7541325,326.9977332,377.1094782,390.9055683,229.2060152,248.301607,189.9478072,83.09266507,167.4139837,476.8732747,32.61050012
B_322,2416.348704,1810.113462,5343.530357,2985.386661,7990.616797,4849.81394,5056.775814,568.6886569,1238.390767,3404.819875,12600.23003,602.3007616,8018.607199,11384.41555,4100.257329,477.1940113,306.4479904
B_323,4959.90495,5805.492753,5542.096246,5265.889862,5670.893047,6228.410078,6737.249539,5704.919818,5655.383524,5134.995348,5542.812935,3461.908204,3941.042528,4304.631256,4081.138656,479.3147654,504.7269876
B_324,1550.59675,1802.89422,1737.548953,1586.2821,1736.291497,1952.185835,2118.565525,1786.00337,1750.308522,1601.462197,1734.886026,657.3803826,1158.808052,769.3462836,1182.305419,480.3183974,504.3404945
B_325,4884.384893,6592.551381,9026.322459,5475.846975,8224.077032,9254.356027,7681.548334,4780.695468,4072.61494,2416.086523,10743.1128,3879.403125,2158.116226,7930.926346,1305.159763,483.1487847,268.2540109
B_326,328.0346675,377.5313963,183.9801701,479.2234646,424.7557195,349.2572931,341.7421785,290.1258323,433.0452337,423.4751882,568.177879,6751.692579,953.8475044,2651.556133,742.1618046,483.2833981,536.0849852
B_327,1513.810092,6574.484119,3021.411767,2060.721346,1259.168653,3211.903517,1187.204007,625.1053056,1074.098049,361.8404167,2482.70434,1317.521656,271.9034383,584.4153573,367.5229619,485.2356228,335.4665028
B_328,200.6536123,164.58714,240.5408205,284.8687347,213.7513531,196.5323109,222.0301051,199.2760132,152.3591441,249.6410086,233.4217475,357.9592717,228.1496387,323.4642756,245.6102797,490.8256099,572.8530027
B_329,289.5665966,291.976168,257.1610159,286.4243414,289.5057698,285.6071485,410.0373771,313.5000147,230.7932249,304.5576193,280.727383,106.0507848,205.5991651,110.3703471,102.858776,492.8632677,571.0305082
B_330,323.4875743,316.6045406,176.5821218,250.5960544,256.287111,244.413134,171.8003889,274.6356734,241.9965494,311.4052234,202.0105097,191.2367519,140.4202276,91.66647068,114.8459314,492.8573376,30.50900015
B_331,380.5185615,407.72292,391.1752988,332.6288451,442.8233813,450.0063237,488.278896,480.8162958,373.0824641,350.2093129,324.4909448,174.2862385,171.1028648,176.1051475,233.1291779,493.3136021,433.9099889
B_332,128.9203377,334.8009872,2126.9685,1537.558698,465.1246546,3178.539398,2001.346651,157.6785382,167.6182917,5538.053243,28638.38816,183.7438815,9941.200952,1071.498098,2553.020036,497.2377471,222.6555028
B_333,2441.004772,2042.73087,2767.153184,1258.65433,1685.273095,2116.023706,2254.403709,2159.90985,2626.527677,2137.295957,1597.007742,530.3503868,1290.498061,1960.802744,1853.591079,502.3855876,530.2805141
B_334,298.9386633,227.5441604,580.2110845,276.0239504,227.3496844,310.115634,265.6585738,230.5908448,226.1516565,199.6615872,212.2146155,181.003751,102.0295052,139.1588087,197.8896992,502.9836028,38.81200023
B_335,2750.717421,3038.829946,1136.211393,2461.095666,2694.519024,3061.94879,2155.556571,2049.161516,3138.1627,2880.344423,2686.124975,760.4703718,1406.002747,1384.489399,1585.78827,504.3634885,534.1540168
B_336,140.8635884,163.7241708,195.7516303,135.4142086,154.3094861,104.229685,192.9122709,204.0524252,152.0128682,118.7000921,172.2012468,311.307365,151.2997132,270.1038904,136.6616202,504.6476883,26.9480003
B_337,970.6825583,1111.07154,382.3167957,932.0601424,1010.161852,1131.394497,1119.415099,720.3313768,1257.623879,1072.498047,1213.508028,449.1436512,724.2644619,511.357752,588.0328559,505.3624015,533.7510228
B_338,383.9169451,614.4589681,7621.166539,3391.483273,551.4778935,3953.656243,4325.166805,409.4890397,313.366861,49410.26972,36346.4287,186.2719553,41278.66941,3100.082887,1335.60238,509.2089096,226.7475039
B_339,1243.438099,4134.913615,5867.827225,2271.098214,3234.892858,9212.230016,8002.092921,685.8758844,2000.972074,233.9196388,2749.443159,3034.798073,2554.188941,1701.881172,566.3782316,513.2693661,349.902014
B_340,350.2258733,981.3908736,1466.526572,1225.391081,872.8672631,2627.598788,2537.772426,164.4524876,480.5514156,204.1129701,1393.924813,808.1140937,1982.283514,304.9668125,194.9052381,514.2734202,332.5094931
B_341,475.4571037,374.1370013,143.6499271,699.4085513,658.0197681,420.7383614,343.8740206,421.1597594,742.8819456,485.9659758,650.553674,1189.158183,927.3072721,976.0877742,1083.374853,515.8920035,563.6140234
B_342,754.0106413,832.1345807,75.27586587,1083.116679,926.6515553,891.3908142,787.5487696,682.9339649,950.5847165,862.0969355,1268.658627,2846.05069,1175.607949,1632.6756,1308.828149,520.437989,532.9350162
B_343,1489.380197,565.1735182,865.28102,565.7704727,498.0404345,834.8407185,737.8702974,261.723914,279.0145237,230.4312664,188.8890802,178.2591651,91.95955787,76.03903559,148.6441032,520.9846771,42.04299932
B_344,332.9368718,345.5129692,96.49114078,417.5779348,471.109923,500.7409524,149.4339427,252.8460584,418.5957042,371.3493893,466.0048953,1045.774681,424.3799022,637.2699369,518.4064908,521.4360462,531.7270128
B_345,99.69746005,245.1335479,2023.210758,1631.305379,352.8834458,2500.912953,1685.022978,107.8786886,100.952374,2213.808356,19296.54189,119.1539778,5816.45844,445.9040051,2444.061694,527.2887547,231.9339965
B_346,440.8708634,485.2905474,95.99190146,374.7052689,428.1586646,442.0636639,299.1472529,281.1067815,601.5137675,480.1549112,504.000893,1374.364427,485.1040346,979.5942591,556.9764512,527.3907268,532.8269864
B_347,928.1412106,4583.42946,3914.604712,1930.106565,4093.216468,7734.649461,4276.437205,692.6641721,1774.136622,398.1484687,5748.746266,1983.942616,685.205004,727.1026452,1038.357286,529.2655215,318.146512
B_348,270.6936574,999.1990066,1254.435458,324.4296294,883.1494521,2053.067652,1121.093709,122.6092876,416.9762381,94.01568097,1310.366609,553.9069144,207.1152306,125.3712353,316.2280693,530.2807121,319.2020058
B_349,352.9027715,3604.004174,1451.243164,1556.24337,454.6899507,3073.873796,405.1208579,423.5730251,164.170869,120.9133402,422.2831199,851.8951557,683.4442735,1208.318791,82.93429355,531.2373405,366.0609978
B_350,287.4775391,262.7784654,131.6541784,257.9819372,564.3041246,306.7605501,162.6574238,258.3660548,246.461851,251.5968781,327.0462605,591.5234012,303.165442,584.2551456,320.5365172,532.3963681,536.827018
B_351,1259.061596,4098.533227,3670.456637,4735.802231,5190.95357,5109.467593,4708.002839,2235.513331,1963.9707,1278.871099,6454.17454,2731.767995,2756.80597,2175.025616,913.1058883,535.2629972,335.6159908
B_352,292.2234194,1043.073811,927.3223301,1235.031706,1547.410132,1423.545376,1244.342957,631.6847467,489.3967138,399.9521544,1853.425155,821.0005925,786.1846603,520.4976666,224.5200902,536.2726403,335.6294998
B_353,846.5878805,464.1947025,666.0185574,238.9925109,398.0759869,526.058157,292.1196695,190.62094,201.8898587,226.6508232,217.0121652,177.4170007,121.2159944,127.5201712,147.6733977,542.9610597,40.21899942
B_354,238.9315363,248.695368,119.9924619,348.344218,352.6659515,276.9942006,219.1955298,240.0627181,267.3252039,232.9049221,425.890347,435.7325386,331.2623388,415.4735689,403.9910643,546.3884622,533.1240125
B_355,1509.034742,1748.246197,121.7731608,1029.604125,1194.182825,1675.217864,1646.031821,1057.35867,1869.985988,1697.13133,1240.839374,591.5545273,750.9820113,594.1479009,872.2729167,548.4694877,533.8120027
B_356,419.9374619,226.1560805,320.3717604,216.9913566,223.6407891,218.7515054,176.3468805,165.5796801,179.3113759,153.6019252,149.2522147,194.2771879,87.6122857,111.7855215,560.4594176,548.9821698,41.44000026
B_357,647.0318579,698.8567491,81.12085531,431.3665371,535.0190202,694.0043005,709.6676653,402.1969324,725.9774452,694.0413751,444.2498753,222.9534226,300.7986885,141.6252824,364.6077533,549.4707188,533.6864935
B_358,204.9558848,369.8134378,6975.779236,3322.497813,435.4511507,3303.639737,1879.280138,285.4149561,259.6162676,28696.3903,34476.33367,130.5548827,26665.20788,5442.332781,1036.859378,553.2311127,237.5260064
B_359,3180.106881,3627.571449,4201.256233,2291.799079,4728.199806,8505.078005,11034.648,401.1326482,2062.173861,130.1164177,2699.943651,1703.4862,5709.602303,1090.894552,154.803441,553.2937813,344.7319989
B_360,1083.537948,1242.195244,1353.618872,668.1578735,1696.724271,2840.057831,4229.060213,136.98285,642.7619269,60.25520515,849.1881124,526.606466,1935.840886,259.7173002,87.79590915,554.2975058,345.2229989
B_361,5659.849514,3297.444577,5070.10191,4287.122796,4051.295489,10404.32672,20477.86351,367.3636345,3745.916582,119.828206,6116.624228,2525.422105,6298.901127,1928.459131,193.2143176,555.3088447,354.6820039
B_362,1944.166423,1154.141822,1555.114485,1420.007344,1349.468767,3729.198125,6549.804481,165.6757621,1314.34095,62.40625819,2044.97045,820.3731261,2424.77961,620.2335944,87.84347794,556.3108516,354.2205088
B_363,1391.045967,876.542068,1140.278684,1089.373261,890.3757596,2970.785117,4269.986631,452.1882357,1105.764569,98.31181386,1527.808885,1526.650158,1179.711926,1230.832239,98.08916709,557.3135269,352.6425044
B_364,573.9902147,493.1566991,323.2312868,561.8223556,649.1948044,1131.879875,1625.718172,283.0716813,315.0526499,58.10209301,659.7497227,856.9592939,1060.163344,309.5994989,93.90791268,558.2687929,362.8065036
B_365,389.6576876,211.4574584,209.6398598,134.3738338,216.9243045,385.0675999,378.9107646,191.8716054,189.2113995,124.5905235,163.689803,184.8895405,124.7449764,111.865748,136.5387252,558.8598963,25.98400064
B_366,742.7059133,951.2599239,786.0365861,1101.162654,1235.616701,997.2562279,542.4181536,736.5864526,379.9108252,955.5236576,1096.854885,789.5608709,666.6384665,639.322661,688.1240694,560.1520589,170.2679987
B_367,171.4781458,214.6056467,121.8384645,220.3016594,552.4324059,439.9217071,196.9645191,229.3723829,551.501877,94.00423428,1606.640248,232.7314739,729.8089374,277.9361971,129.5733636,560.3008653,308.4359863
B_368,6054.138832,8002.221545,4849.52402,8005.997306,9681.234978,7838.342025,3349.159344,3146.559939,2453.163973,7040.875866,7723.095368,4530.625704,3525.03271,3539.813393,4085.741297,576.1327146,166.9080034
B_369,2074.598974,2648.981207,1530.430965,2759.170391,3345.176177,2663.859178,1165.609434,1039.699986,835.7183094,2488.111049,2581.304495,1592.539587,1235.666551,1210.962365,1352.730986,577.1342051,167.3129969
B_370,731.33044,748.1215649,970.9988973,971.3220427,938.8855604,1287.929267,739.6298578,779.1018822,821.5828157,761.787674,1272.481984,1702.039458,1012.345383,1067.638937,596.8385542,582.1459255,176.3099952
B_371,547.7200026,434.3124934,158.2955996,775.3574154,744.0083035,402.4990291,322.9486477,453.5871057,715.9747339,478.9366509,752.0568425,1165.390232,1010.569148,1079.58938,1149.430812,583.8794422,563.4264912
B_372,52.74858731,77.13438416,276.8157967,112.866114,301.5550882,124.781234,378.295796,97.16801491,99.04664136,625.375952,4209.134432,106.4915927,1043.469228,514.9489391,428.2810627,608.1390358,208.8830053
B_373,341.055822,279.6638333,128.8722853,480.6901031,434.5466217,413.1102057,124.7042223,227.3144433,374.8999008,336.0087609,540.9731199,1262.385787,376.459471,713.3030088,425.2743795,610.1925478,542.9359814
B_374,192.2903336,166.1396146,76.34087035,305.8013789,212.8498121,232.8335152,141.9933631,191.4760537,192.7480572,182.5867817,276.8604947,613.9649482,226.9758659,503.6577002,225.4082305,614.6092353,508.8469873
B_375,1565.72998,642.3853227,777.3364803,620.708535,542.8806843,638.5018603,620.0239489,166.4974094,181.2501211,162.1539508,167.8291912,181.8947882,93.28149305,88.46123758,117.1864092,615.0156003,41.51599844
B_376,427.483456,156.7077921,114.3464379,156.8084535,188.9031454,132.3592208,107.6613829,217.9154782,442.6234766,871.7278432,207.1742338,609.4025852,456.7831714,656.5942145,579.5462705,615.5797721,530.9484933
B_377,140.865914,482.5335217,456.5573226,330.6204415,414.8474217,896.4388792,168.8592675,537.8435232,98.40150233,124.3779995,238.8015412,89.698995,89.41537359,116.5501212,108.2533459,616.2199825,164.1889998
B_378,167.5604167,162.7414483,198.2547929,136.0688292,176.7293052,168.8695204,285.8153363,245.1144154,130.6029488,159.4470752,168.6068129,73.98581686,92.69819265,60.88115711,70.6414468,628.8561631,570.0780038
B_379,126.3124896,171.7315133,233.8614302,197.220851,159.6676098,177.1214314,132.9544101,186.7974179,156.3437952,149.6564891,206.1141578,262.3181,154.7455744,150.7741021,137.2004201,632.6465957,26.18600044
B_380,113.5322986,232.3233228,821.7844633,140.0778306,160.6907116,292.8039251,155.614951,134.5951631,195.2408321,2920.202444,2190.821101,181.6235175,1767.922766,438.3333386,1579.350363,635.1571521,208.2530024
B_381,393.7667781,241.1397153,202.7025496,248.7093594,234.2730388,264.8837157,209.5740404,158.6789622,144.6337911,130.822915,134.8211587,147.8413688,56.7379478,68.87609384,95.29594991,636.9963204,41.51249957
B_382,562.0537702,450.0431773,123.7300998,788.6588559,750.706467,466.0026086,331.6928322,432.2549906,792.3090601,521.4500589,848.1002177,1180.07318,997.4735317,1257.397541,1173.55247,651.8667107,563.1029776
B_383,152.4839034,470.1781269,1758.212484,361.7967713,582.5220221,514.402388,394.0022058,235.5667555,118.6157322,76.12956217,319.9862569,250.5104036,150.4874706,531.9568847,126.2862713,655.2830697,341.7220097
B_384,199.9349263,186.6746582,70.0193694,211.5416476,225.1493571,193.124046,129.0733773,154.0172364,177.8281958,207.4409131,239.7098549,557.3284318,238.8323851,434.916491,205.6684824,660.641254,514.1324892
B_385,1158.956327,349.0278319,1101.628953,2693.09061,3582.314955,792.8057775,1870.554412,2695.408065,1832.919364,1477.709863,2741.662661,5655.872343,1884.063717,4242.743518,2170.45071,663.4557375,548.0615045
B_386,557.0606362,254.6636505,585.8202186,1365.953053,1699.844819,426.1855334,931.4211867,1313.466545,901.5585665,733.5491038,1363.473318,3036.022369,953.6357093,2241.358762,1162.662075,664.4581092,547.4049789
B_387,360.4673619,261.0909747,252.0052387,551.1787891,681.352609,272.8037267,402.7965301,383.4154361,532.4109948,423.2848469,656.6449882,1015.972062,496.8000246,969.1025063,438.4246783,665.4600371,545.5359915
B_388,220.2304968,234.6342444,132.0394211,299.0221029,285.7050601,261.034503,153.7285053,182.8233155,239.4005998,244.8598443,294.1232943,580.9122998,265.7942706,495.3471694,267.784445,682.6274709,514.493004
B_389,249.2992432,208.0722105,129.1445736,974.2009411,1006.746571,228.985952,119.4506618,155.5231999,541.7134277,212.7711649,1012.932696,1346.379935,946.7393278,1473.424995,1131.315313,704.4608277,565.0205051
B_390,198.5909476,289.8057035,141.9367447,537.8371711,457.4287322,307.7822082,173.4279384,191.9793951,294.9274075,248.116826,576.5888428,1164.896411,536.4765595,750.3352065,538.6026021,705.479118,562.7730007
B_391,516.45658,437.2110302,105.1100418,789.9505382,687.3600256,440.6404452,259.0889653,446.5246035,705.6529927,463.0081884,830.3407223,1140.28154,875.6419753,988.037199,1043.438098,719.8544924,562.8179913
B_392,247.2407689,168.9844985,171.7070057,492.7693012,487.4174423,235.4479731,208.7824607,149.3627726,234.539577,253.2807164,463.7104865,1206.653398,463.2603866,898.7161603,589.1152983,721.4750017,555.2170116
B_393,207.481023,94.22884246,162.5308249,328.0933413,361.6392812,192.1956974,212.8393249,97.74905319,277.3525467,221.9626993,314.9321874,699.2313882,312.1940429,454.2438047,331.6937421,722.5046955,549.4789827
